"yes let s all save and not spend to boost the economy" "{'save': True, 'spend': True, 'boost': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"If a stock market crashes so does the paper dollar however coins will still hold their metallurgic value" "{'stock': True, 'market': True, 'crash': True, 'paper': True, 'dollar': True, 'coin': True, 'hold': True, 'metallurgic': True}" 0.12498545915069072 0.8750145408493089 negative
"CHEK is another Israeli biotech company trading under a 1 with a lot of promise This should remind you of KTOV in a sense Multiple hedge funds have interest here CHEK has to be over 1 by December First PT 0 80 before pushing towards a 1 StockMarket stocks inves" "{'chek': True, 'israeli': True, 'biotech': True, 'company': True, 'trading': True, '1': True, 'lot': True, 'promise': True, 'remind': True, 'ktov': True, 'sense': True, 'multiple': True, 'hedge': True, 'fund': True, 'interest': True, 'december': True, 'pt': True, '0': True, '80': True, 'push': True, 'stockmarket': True, 'stock': True, 'inves': True}" 0.9886951039289639 0.011304896071035655 positive
"Gaining some valuable knowledge from TheNoctrader if your new to trading check out the channel the best trading ideas and info you will get trading daytrading StockMarket" "{'gain': True, 'valuable': True, 'knowledge': True, 'thenoctrader': True, 'trade': True, 'check': True, 'channel': True, 'trading': True, 'idea': True, 'info': True, 'daytrading': True, 'stockmarket': True}" 0.9842453776337602 0.01575462236623913 positive
"Do you have 1K saved up INVEST IT IN THE STOCK MARKET Easily grow your money while the majority of stocks are currently discounted Investing was one of the best decisions I ve ever made I wished I started years ago Invest in your future Thx for listening to my Ted Talk" "{'1k': True, 'save': True, 'invest': True, 'stock': True, 'market': True, 'easily': True, 'grow': True, 'money': True, 'majority': True, 'discount': True, 'investing': True, 'decision': True, 've': True, 'make': True, 'start': True, 'year': True, 'ago': True, 'future': True, 'thx': True, 'listen': True, 'ted': True, 'talk': True}" 0.6982344538873567 0.3017655461126443 positive
"Florida man drives car into occupied church AAPL AMZN BTC ETH FB GOOG MSFT QQQ SPY TSLA cnbc foxbusiness business money entrepreneur trading investing investment stock stockmarket forex crypto cryptocurrency Bitcoin Ethereum Coinbase Robinhoo" "{'florida': True, 'man': True, 'drive': True, 'car': True, 'occupy': True, 'church': True, 'aapl': True, 'amzn': True, 'btc': True, 'eth': True, 'fb': True, 'goog': True, 'msft': True, 'qqq': True, 'spy': True, 'tsla': True, 'cnbc': True, 'foxbusiness': True, 'business': True, 'money': True, 'entrepreneur': True, 'trading': True, 'invest': True, 'investment': True, 'stock': True, 'stockmarket': True, 'forex': True, 'crypto': True, 'cryptocurrency': True, 'bitcoin': True, 'ethereum': True, 'coinbase': True, 'robinhoo': True}" 0.30170952246397287 0.6982904775360271 negative
"KRG in Downtrend Stochastic indicator is staying in oversold zone for 1 day View odds for this and other indicators KiteRealtyGroupTrust stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'krg': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'stay': True, 'oversold': True, 'zone': True, '1': True, 'day': True, 'view': True, 'odds': True, 'kiterealtygrouptrust': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Stock market corporate America doing just fine as over 130K people die of Covid 19 in 6 months So that means everything is fine right Dow futures rise 100 points as investors shake off a continued spike in coronavirus cases" "{'stock': True, 'market': True, 'corporate': True, 'america': True, 'fine': True, '130k': True, 'people': True, 'die': True, 'covid': True, '19': True, '6': True, 'month': True, 'dow': True, 'future': True, 'rise': True, '100': True, 'point': True, 'investor': True, 'shake': True, 'continue': True, 'spike': True, 'coronavirus': True, 'case': True}" 0.6964911283655545 0.3035088716344467 positive
"Yeah turns out Die for the Stock Market isn t as nifty a bumper sticker as they expected" "{'yeah': True, 'turn': True, 'die': True, 'stock': True, 'market': True, 'isn': True, 'nifty': True, 'bumper': True, 'sticker': True, 'expect': True}" 0.49790168764420745 0.5020983123557936 neutral
"IRET in Downtrend Stochastic indicator leaves overbought zone View odds for this and other indicators InvestorsRealEstateTrust stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'iret': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'leave': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'investorsrealestatetrust': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Now we re on J P Morgan the front man for the Rothschilds Google describes him as an American Financer but he has a history of profiting from crisis currency devaluations and stock market crashes which he helped orchestrate In both banking panics of 1893 and 1907 cont" "{'morgan': True, 'front': True, 'man': True, 'rothschild': True, 'google': True, 'describe': True, 'american': True, 'financer': True, 'history': True, 'profit': True, 'crisis': True, 'currency': True, 'devaluation': True, 'stock': True, 'market': True, 'crash': True, 'orchestrate': True, 'bank': True, 'panic': True, '1893': True, '1907': True, 'cont': True}" 0.04852112219956472 0.9514788778004339 negative
"Unfortunately tiktok is not an incorporated company hence not listed on the stock market So it is very difficult to invest in such companies" "{'tiktok': True, 'incorporate': True, 'company': True, 'list': True, 'stock': True, 'market': True, 'difficult': True, 'invest': True}" 0.24997507241550607 0.7500249275844936 negative
"the US rose on Friday as a positive analysis on Gilead Sciences Incs antiviral drug to treat COVID 19 helped to soothe investors and as financial shares surged Ahead of the local open SPI futures are 95 points higher at 5971 austocks stockmarket" "{'rise': True, 'friday': True, 'positive': True, 'analysis': True, 'gilead': True, 'science': True, 'incs': True, 'antiviral': True, 'drug': True, 'treat': True, 'covid': True, '19': True, 'soothe': True, 'investor': True, 'financial': True, 'share': True, 'surge': True, 'ahead': True, 'local': True, 'open': True, 'spi': True, 'future': True, '95': True, 'point': True, 'high': True, '5971': True, 'austocks': True, 'stockmarket': True}" 0.9970443504176182 0.002955649582380524 positive
"JOUT s Aroon indicator reaches into Uptrend on July 10 2020 View odds for this and other indicators JohnsonOutdoorsIncOrdinaryShares stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'jout': True, 'aroon': True, 'indicator': True, 'reach': True, 'uptrend': True, 'july': True, '10': True, '2020': True, 'view': True, 'odds': True, 'johnsonoutdoorsincordinaryshares': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"They Don t Care Some regions need to shut down but will not because it will impact the stock market and Trump will go ballistic Republicans Governors are cowards and more afraid of Trump than of facing angry constituents" "{'care': True, 'region': True, 'shut': True, 'impact': True, 'stock': True, 'market': True, 'trump': True, 'ballistic': True, 'republican': True, 'governor': True, 'coward': True, 'afraid': True, 'face': True, 'angry': True, 'constituent': True}" 0.2765837704205419 0.7234162295794577 negative
"BSIG in Uptrend 50 day Moving Average moved above 200 day Moving Average on July 1 2020 View odds for this and other indicators BrightSphereInvestmentGroup stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'bsig': True, 'uptrend': True, '50': True, 'day': True, 'move': True, 'average': True, '200': True, 'july': True, '1': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'brightsphereinvestmentgroup': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Opinion The stock market and economy have parted ways It s a FOMO market now" "{'opinion': True, 'stock': True, 'market': True, 'economy': True, 'part': True, 'fomo': True}" 0.30170952246397287 0.6982904775360271 negative
"Remember Declining Covid deaths good Bankruptcies Unemployment Mortgage collapse who cares Stocks only go up StockMarket" "{'remember': True, 'decline': True, 'covid': True, 'death': True, 'good': True, 'bankruptcy': True, 'unemployment': True, 'mortgage': True, 'collapse': True, 'care': True, 'stock': True, 'stockmarket': True}" 0.3710901614617868 0.6289098385382111 neutral
"Sounds credible infused by liquidity But wouldn t it be a case of good money chasing after bad money Unless the money going into the stock market is for IPO the money doesn t really help companies I mean earnings will still go bad if economy is bad" "{'sound': True, 'credible': True, 'infuse': True, 'liquidity': True, 'wouldn': True, 'case': True, 'good': True, 'money': True, 'chasing': True, 'bad': True, 'stock': True, 'market': True, 'ipo': True, 'doesn': True, 'company': True, 'earnings': True, 'economy': True}" 0.7875495148873504 0.21245048511265005 positive
"EVOP in Downtrend RSI indicator exits overbought zone View odds for this and other indicators EVOPaymentsIncOrdinaryShares stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'evop': True, 'downtrend': True, 'rsi': True, 'indicator': True, 'exit': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'evopaymentsincordinaryshares': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"5 and 10 thousand ain t no money somebody need to hear that we buy investments for them prices and flip and get 15 30 racks off that then we invest it into the stock market and triple that" "{'5': True, '10': True, 'thousand': True, 'ain': True, 'money': True, 'hear': True, 'buy': True, 'investment': True, 'price': True, 'flip': True, '15': True, '30': True, 'rack': True, 'invest': True, 'stock': True, 'market': True, 'triple': True}" 0.30170952246397287 0.6982904775360271 negative
"Trump got out of the stock market before running for President FACTS" "{'trump': True, 'stock': True, 'market': True, 'run': True, 'president': True, 'fact': True}" 0.749975070758371 0.2500249292416294 positive
"U don t study the stock market Or you invest in things you like" "{'study': True, 'stock': True, 'market': True, 'invest': True, 'thing': True}" 0.30170952246397287 0.6982904775360271 negative
"The stock market bubble has gotten out of control on the upside and the White House knows it after going all in the biggest risk to the Executive Branch is the bubble pops before the election no saving it next time" "{'stock': True, 'market': True, 'bubble': True, 'control': True, 'upside': True, 'white': True, 'house': True, 'big': True, 'risk': True, 'executive': True, 'branch': True, 'pop': True, 'election': True, 'save': True, 'time': True}" 0.1666482019938326 0.8333517980061673 negative
"This is just like the GOP s kill grandma to save the stock market They just keep remixing this hoping enough of us are idiots and want to send our family into harm s way SMH" "{'gop': True, 'kill': True, 'grandma': True, 'save': True, 'stock': True, 'market': True, 'remixing': True, 'hop': True, 'idiot': True, 'send': True, 'family': True, 'harm': True, 'smh': True}" 0.0137170829700722 0.9862829170299282 negative
"UPLD in Downtrend Stochastic indicator recovers from overbought zone View odds for this and other indicators UplandSoftware stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'upld': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'recovers': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'uplandsoftware': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Ay bro bruh A Fox News meme isn t evidence You just hate Obama because he s black and you re racist Obama got us out of a economic recession after republicans crashed the stock market in 2008 Get back to the circus before they find out you re missing" "{'ay': True, 'bro': True, 'bruh': True, 'fox': True, 'news': True, 'meme': True, 'isn': True, 'evidence': True, 'hate': True, 'obama': True, 'black': True, 'racist': True, 'economic': True, 'recession': True, 'republican': True, 'crash': True, 'stock': True, 'market': True, '2008': True, 'back': True, 'circus': True, 'find': True, 'miss': True}" 0.004316098477953875 0.995683901522045 negative
"Next week earnings Opportunity JPM DPZ WFC NFLX JNJ GS BLK DAL KRUS PEP AA INFY investing trading tradingeducation earnings StockMarket" "{'week': True, 'earnings': True, 'opportunity': True, 'jpm': True, 'dpz': True, 'wfc': True, 'nflx': True, 'jnj': True, 'blk': True, 'dal': True, 'krus': True, 'pep': True, 'aa': True, 'infy': True, 'invest': True, 'trading': True, 'tradingeducation': True, 'stockmarket': True}" 0.8333148670238217 0.16668513297617768 positive
"Ten days of darkness will occur with the financial reset When the stock market crashes the cabal will have lost all its power and then your world can move into the financial reset Ivo" "{'ten': True, 'day': True, 'darkness': True, 'occur': True, 'financial': True, 'reset': True, 'stock': True, 'market': True, 'crash': True, 'cabal': True, 'lose': True, 'power': True, 'world': True, 'move': True, 'ivo': True}" 0.02755029964677871 0.9724497003532215 negative
"appreciate your concern it s great to know you re out there didn t mean to freak you out so going forward I ll be sure to mention the stock market more often" "{'concern': True, 'great': True, 'didn': True, 'freak': True, 'forward': True, 'll': True, 'mention': True, 'stock': True, 'market': True}" 0.5792800406917475 0.4207199593082521 neutral
"The best your boy BO could do for the stock market was 19k In the middle of a pandemic Trump manages to maintain at least 25k You obviously don t know much about the economy" "{'boy': True, 'bo': True, 'stock': True, 'market': True, '19k': True, 'middle': True, 'pandemic': True, 'trump': True, 'manages': True, 'maintain': True, '25k': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"STAR in Uptrend price expected to rise as it breaks its lower Bollinger Band on June 26 2020 View odds for this and other indicators iStar stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'star': True, 'uptrend': True, 'price': True, 'expect': True, 'rise': True, 'break': True, 'low': True, 'bollinger': True, 'band': True, 'june': True, '26': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'istar': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.12498545915069072 0.8750145408493089 negative
"Ahh the goal of a simpleton Get rid of Orange man and forget about Ukraine Bidens son making billions the security of this country stock market jobs other countries taking advantage of us YEP FORGET ALL THAT" "{'ahh': True, 'goal': True, 'simpleton': True, 'rid': True, 'orange': True, 'man': True, 'forget': True, 'ukraine': True, 'bidens': True, 'son': True, 'make': True, 'billion': True, 'security': True, 'country': True, 'stock': True, 'market': True, 'job': True, 'advantage': True, 'yep': True}" 0.8333148670238217 0.16668513297617768 positive
StockMarket "{'stockmarket': True}" 0.30170952246397287 0.6982904775360271 negative
"That was bs they could have said make masks This bs was all about the stock market" "{'make': True, 'mask': True, 'stock': True, 'market': True}" 0.30170952246397287 0.6982904775360271 negative
"BLMN s in Downtrend Moving Average Convergence Divergence MACD Histogram just turned negative View odds for this and other indicators BloominBrands stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'blmn': True, 'downtrend': True, 'move': True, 'average': True, 'convergence': True, 'divergence': True, 'macd': True, 'histogram': True, 'turn': True, 'negative': True, 'view': True, 'odds': True, 'indicator': True, 'bloominbrands': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.12498545915069072 0.8750145408493089 negative
"RAD in Downtrend its price may decline as a result of having broken its higher Bollinger Band on June 29 2020 View odds for this and other indicators RiteAid stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'rad': True, 'downtrend': True, 'price': True, 'decline': True, 'result': True, 'break': True, 'high': True, 'bollinger': True, 'band': True, 'june': True, '29': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'riteaid': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.24689045956544484 0.7531095404345551 negative
"Your Financial Forecast Retirment Investments StockMarket Investing Planning" "{'financial': True, 'forecast': True, 'retirment': True, 'investment': True, 'stockmarket': True, 'invest': True, 'planning': True}" 0.30170952246397287 0.6982904775360271 negative
"Mixed market economy just means the fascist oligarchs realize their control will crumble if they do not keep some semblance of free market alive But the USA s off the hook stock market shows that it is not tied to the law of supply and demand It is tied to the orange one" "{'mixed': True, 'market': True, 'economy': True, 'fascist': True, 'oligarch': True, 'realize': True, 'control': True, 'crumble': True, 'semblance': True, 'free': True, 'alive': True, 'usa': True, 'hook': True, 'stock': True, 'show': True, 'tie': True, 'law': True, 'supply': True, 'demand': True, 'orange': True}" 0.5171193463097602 0.48288065369023847 neutral
"PFS in Downtrend its price may drop because broke its higher Bollinger Band on June 30 2020 View odds for this and other indicators ProvidentFinancialServices stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'pfs': True, 'downtrend': True, 'price': True, 'drop': True, 'break': True, 'high': True, 'bollinger': True, 'band': True, 'june': True, '30': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'providentfinancialservices': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.49790168764420745 0.5020983123557936 neutral
"Is now a good time to invest into the stock market stocks shares investing finance recession Covid19UK" "{'good': True, 'time': True, 'invest': True, 'stock': True, 'market': True, 'share': True, 'finance': True, 'recession': True, 'covid': True, '19uk': True}" 0.6982344538873567 0.3017655461126443 positive
"Monuments a wall and the stock market These are Trump priorities Not a living wage affordable housing access to healthcare equal rights or American lives" "{'monument': True, 'wall': True, 'stock': True, 'market': True, 'trump': True, 'priority': True, 'living': True, 'wage': True, 'affordable': True, 'housing': True, 'access': True, 'healthcare': True, 'equal': True, 'american': True, 'life': True}" 0.9541798899621339 0.04582011003786514 positive
"FARO s Aroon indicator drops into Downtrend on July 10 2020 View odds for this and other indicators FaroTechnologies stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'faro': True, 'aroon': True, 'indicator': True, 'drop': True, 'downtrend': True, 'july': True, '10': True, '2020': True, 'view': True, 'odds': True, 'farotechnologies': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"How Stocks and the Economy work together The unusual system that makes up the Stock Market For more information check the link below stockmarket economy" "{'stock': True, 'economy': True, 'work': True, 'unusual': True, 'system': True, 'make': True, 'market': True, 'information': True, 'check': True, 'link': True, 'stockmarket': True}" 0.8437240883359851 0.15627591166401467 positive
"REPL in Downtrend Stochastic indicator leaves overbought zone View odds for this and other indicators ReplimuneGroup stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'repl': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'leave': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'replimunegroup': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"OCFC enters a Downtrend as Momentum Indicator dropped below the 0 level on July 2 2020 View odds for this and other indicators OceanFirstFinancial stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'ocfc': True, 'enter': True, 'downtrend': True, 'momentum': True, 'indicator': True, 'drop': True, '0': True, 'level': True, 'july': True, '2': True, '2020': True, 'view': True, 'odds': True, 'oceanfirstfinancial': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.1666482019938326 0.8333517980061673 negative
"I m doing wonderful life couldn t be better for me my life became tremendously better after our great President Trump became elected cant wait for four more years stock market is on fire money in the bank new truck hows your life" "{'wonderful': True, 'life': True, 'couldn': True, 'good': True, 'tremendously': True, 'great': True, 'president': True, 'trump': True, 'elect': True, 'wait': True, 'year': True, 'stock': True, 'market': True, 'fire': True, 'money': True, 'bank': True, 'truck': True, 'hows': True}" 0.9999794984321748 2.050156782358623e-05 positive
"But the Stock Market keeps rising Its a Christmas Miracle" "{'stock': True, 'market': True, 'rise': True, 'christmas': True, 'miracle': True}" 0.8333148670238217 0.16668513297617768 positive
"The Moneyist I hate that my friends still get help from their parents and were born into money I want to stop comparing How can I do this WallStreet StockMarket Business Economy" "{'moneyist': True, 'hate': True, 'friend': True, 'parent': True, 'bear': True, 'money': True, 'stop': True, 'compare': True, 'wallstreet': True, 'stockmarket': True, 'business': True, 'economy': True}" 0.09998803499804988 0.9000119650019506 negative
"CELH s in Uptrend Moving Average Convergence Divergence MACD Histogram just turned positive View odds for this and other indicators CelsiusHoldings stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'celh': True, 'uptrend': True, 'move': True, 'average': True, 'convergence': True, 'divergence': True, 'macd': True, 'histogram': True, 'turn': True, 'positive': True, 'view': True, 'odds': True, 'indicator': True, 'celsiusholdings': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.874985457700697 0.12501454229930273 positive
"Dealerships will do this to you they don t care JOIN MY FREE STOCK MARKET DISCORD CHAT LINK IN BIO JOIN MY FREE STOCK MARKET DISCORD CHAT LINK IN BIO JOIN MY FREE STOCK MARKET DISCORD CHAT LINK" "{'dealership': True, 'care': True, 'join': True, 'free': True, 'stock': True, 'market': True, 'discord': True, 'chat': True, 'link': True, 'bio': True}" 0.6982344538873567 0.3017655461126443 positive
"ALEX in Downtrend Stochastic indicator leaves overbought zone View odds for this and other indicators stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'alex': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'leave': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Trump feared that admitting that the virus was a threat would sink the stock market and therefore his reelection He s incapable of thinking this through" "{'trump': True, 'fear': True, 'admit': True, 'virus': True, 'threat': True, 'sink': True, 'stock': True, 'market': True, 'reelection': True, 'incapable': True}" 0.2277524637447403 0.7722475362552619 negative
"Stock Market Today Dow S P Live Updates for July 13 2020 Bloomberg" "{'stock': True, 'market': True, 'today': True, 'dow': True, 'live': True, 'update': True, 'july': True, '13': True, '2020': True, 'bloomberg': True}" 0.30170952246397287 0.6982904775360271 negative
"MTDR s 10 day Moving Average moved below its 50 day Moving Average on July 8 2020 View odds for this and other indicators MatadorResources stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'mtdr': True, '10': True, 'day': True, 'move': True, 'average': True, '50': True, 'july': True, '8': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'matadorresources': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Well present value of future anticipated cash flows and all that even though sometimes the stock market is clearly insane cough tesla cough" "{'present': True, 'future': True, 'anticipate': True, 'cash': True, 'flow': True, 'stock': True, 'market': True, 'insane': True, 'cough': True, 'tesla': True}" 0.24997507241550607 0.7500249275844936 negative
"Dear America Democrats are better for the Stock Market Just look at the 94 year history of the S P Index FYI How s the stock market doing year to date through June 30 9 32 DJIA 4 05 S P Trump aint doing very well is he Sincerely An American" "{'dear': True, 'america': True, 'democrat': True, 'good': True, 'stock': True, 'market': True, '94': True, 'year': True, 'history': True, 'index': True, 'fyi': True, 'date': True, 'june': True, '30': True, '9': True, '32': True, 'djia': True, '4': True, '05': True, 'trump': True, 'aint': True, 'sincerely': True, 'american': True}" 0.993130555867355 0.006869444132645429 positive
"When The Facts Change We Change Our Minds Anatomy Of A Sale SPX SPY StockMarket" "{'fact': True, 'change': True, 'mind': True, 'anatomy': True, 'sale': True, 'spx': True, 'spy': True, 'stockmarket': True}" 0.30170952246397287 0.6982904775360271 negative
"Fractional stocks or full shares What do you pick and why StockMarket Robinhood Stock2020 stockstowatch" "{'fractional': True, 'stock': True, 'full': True, 'share': True, 'pick': True, 'stockmarket': True, 'robinhood': True, '2020': True, 'stockstowatch': True}" 0.30170952246397287 0.6982904775360271 negative
"Sen Cornyn as Texas reports 550 child cases AAPL AMZN BTC ETH FB GOOG MSFT QQQ SPY TSLA cnbc foxbusiness business money entrepreneur trading investing investment stock stockmarket forex crypto cryptocurrency Bitcoin Ethereum Coinbase Robinhoo" "{'sen': True, 'cornyn': True, 'texas': True, 'report': True, '550': True, 'child': True, 'case': True, 'aapl': True, 'amzn': True, 'btc': True, 'eth': True, 'fb': True, 'goog': True, 'msft': True, 'qqq': True, 'spy': True, 'tsla': True, 'cnbc': True, 'foxbusiness': True, 'business': True, 'money': True, 'entrepreneur': True, 'trading': True, 'invest': True, 'investment': True, 'stock': True, 'stockmarket': True, 'forex': True, 'crypto': True, 'cryptocurrency': True, 'bitcoin': True, 'ethereum': True, 'coinbase': True, 'robinhoo': True}" 0.30170952246397287 0.6982904775360271 negative
"EIG s Aroon indicator reaches into Uptrend on June 17 2020 View odds for this and other indicators EmployersHoldings stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'eig': True, 'aroon': True, 'indicator': True, 'reach': True, 'uptrend': True, 'june': True, '17': True, '2020': True, 'view': True, 'odds': True, 'employersholdings': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"How has that changed The stock market is up I am guessing you re he see what my mom 73 see That things are going to get very bad" "{'change': True, 'stock': True, 'market': True, 'guess': True, 'mom': True, '73': True, 'thing': True, 'bad': True}" 0.07141975371686331 0.9285802462831362 negative
"Economic Preview Coronavirus spike in the dog days of summer saps economy of momentum WallStreet StockMarket Business Economy" "{'economic': True, 'preview': True, 'coronavirus': True, 'spike': True, 'dog': True, 'day': True, 'summer': True, 'sap': True, 'economy': True, 'momentum': True, 'wallstreet': True, 'stockmarket': True, 'business': True}" 0.20451347942901202 0.7954865205709875 negative
"VBIV in Uptrend Stochastic indicator remains in overbought zone for 1 day View odds for this and other indicators VBIVaccines stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'vbiv': True, 'uptrend': True, 'stochastic': True, 'indicator': True, 'remain': True, 'overbought': True, 'zone': True, '1': True, 'day': True, 'view': True, 'odds': True, 'vbivaccines': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Who s benefiting from these historic highs when there s still historic unemployment poverty massive layoffs etc What s the point of the stock market being at a peak when it does not reflect the reality of our country" "{'benefit': True, 'historic': True, 'high': True, 'unemployment': True, 'poverty': True, 'massive': True, 'layoff': True, 'point': True, 'stock': True, 'market': True, 'peak': True, 'reflect': True, 'reality': True, 'country': True}" 0.9538145836917732 0.04618541630822629 positive
"No contest The Unions say the teachers don t go back until it s safe to go back Teachers have the right to refuse to go in Trump s doing this for his wealthy donors who are pressuring him to get the economy back so they collect on their Stock Market investments Too damn bad" "{'contest': True, 'union': True, 'teacher': True, 'back': True, 'safe': True, 'refuse': True, 'trump': True, 'wealthy': True, 'donor': True, 'pressure': True, 'economy': True, 'collect': True, 'stock': True, 'market': True, 'investment': True, 'damn': True, 'bad': True}" 0.6298312557940283 0.37016874420596935 neutral
"We re ready to kick off another amazing week Join our free Discord by clicking the link in our profile to get access to our watchlist and DD for the week StockMarket OptionsTradin" "{'ready': True, 'kick': True, 'amaze': True, 'week': True, 'join': True, 'free': True, 'discord': True, 'click': True, 'link': True, 'profile': True, 'access': True, 'watchlist': True, 'dd': True, 'stockmarket': True, 'optionstradin': True}" 0.9970199076702111 0.0029800923297855215 positive
"South Korea Stock Market May Find Renewed Support Nasdaq" "{'south': True, 'korea': True, 'stock': True, 'market': True, 'find': True, 'renewed': True, 'support': True, 'nasdaq': True}" 0.8999880337253697 0.10001196627463017 positive
"Stock market news live updates Stock futures open higher even as Florida s new Covid 19 cases hit US record Yahoo Finance" "{'stock': True, 'market': True, 'news': True, 'live': True, 'update': True, 'future': True, 'open': True, 'high': True, 'florida': True, 'covid': True, '19': True, 'case': True, 'hit': True, 'record': True, 'yahoo': True, 'finance': True}" 0.749975070758371 0.2500249292416294 positive
