"Side hustle might not be a bad idea in this economy" "{'side': True, 'hustle': True, 'bad': True, 'idea': True, 'economy': True}" 0.07141975371686331 0.9285802462831362 negative
"So much winning with this unfit impeached president COVID 19 outsmarted the stable genius taking away his campaign message of a great economy and low unemployment which he inherited and leaving nearly 120 000 dead Americans on this watch" "{'win': True, 'unfit': True, 'impeached': True, 'president': True, 'covid': True, '19': True, 'outsmart': True, 'stable': True, 'genius': True, 'campaign': True, 'message': True, 'great': True, 'economy': True, 'low': True, 'unemployment': True, 'inherit': True, 'leave': True, '120': True, '000': True, 'dead': True, 'american': True, 'watch': True}" 0.9999655455914017 3.445440859425e-05 positive
"And now with Bowen interview we will see another sledge Nothing on uni fees unemployment rate COVID19" "{'bowen': True, 'interview': True, 'sledge': True, 'uni': True, 'fee': True, 'unemployment': True, 'rate': True, 'covid': True, '19': True}" 0.30170952246397287 0.6982904775360271 negative
"PressSec you wanted to brag this wk about the million reg d for realDonaldTrump rally tonite now AliVelshi is loving making fun of the open blue seats open floor space in Tulsa rally COVID 19 PANDEMIC UNEMPLOYMENT It s the economy stupid LaraLeaTrump TeamTrump" "{'presssec': True, 'brag': True, 'wk': True, 'million': True, 'reg': True, 'realdonaldtrump': True, 'rally': True, 'tonite': True, 'alivelshi': True, 'love': True, 'make': True, 'fun': True, 'open': True, 'blue': True, 'seat': True, 'floor': True, 'space': True, 'tulsa': True, 'covid': True, '19': True, 'pandemic': True, 'unemployment': True, 'economy': True, 'stupid': True, 'laraleatrump': True, 'teamtrump': True}" 0.9979177406263139 0.00208225937368914 positive
"parscale will be filing for unemployment sooner than expected" "{'parscale': True, 'file': True, 'unemployment': True, 'sooner': True, 'expect': True}" 0.30170952246397287 0.6982904775360271 negative
"2 people heading for the unemployment line" "{'2': True, 'people': True, 'head': True, 'unemployment': True, 'line': True}" 0.1666482019938326 0.8333517980061673 negative
"Again with the exaggerated numbers A million No Trump supporters know what the he ll that is They re still waiting for unemployment" "{'exaggerated': True, 'number': True, 'million': True, 'trump': True, 'supporter': True, 'll': True, 'wait': True, 'unemployment': True}" 0.9541798899621339 0.04582011003786514 positive
"how do i stop claiming unemployment uhh im back at work fulltime and i dont need it do i just stop making claims every week" "{'stop': True, 'claim': True, 'unemployment': True, 'uhh': True, 'im': True, 'back': True, 'work': True, 'fulltime': True, 'dont': True, 'make': True, 'week': True}" 0.874985457700697 0.12501454229930273 positive
"When you keep blabbering about the stock market and black unemployment while failing to protect his own supporters" "{'blabber': True, 'stock': True, 'market': True, 'black': True, 'unemployment': True, 'fail': True, 'protect': True, 'supporter': True}" 0.9102187576509334 0.08978124234906415 positive
"This bitch mad bc she cant get unemployment not my fault you out here teaching dirty toddlers during covid" "{'bitch': True, 'mad': True, 'bc': True, 'unemployment': True, 'fault': True, 'teach': True, 'dirty': True, 'toddler': True, 'covid': True}" 0.08406961245615954 0.9159303875438385 negative
"Unemployment in Kentucky for shur" "{'unemployment': True, 'kentucky': True, 'shur': True}" 0.30170952246397287 0.6982904775360271 negative
"The gov would have to get unemployment benefits to people and tell businesses not to fire people who need to quarantine" "{'gov': True, 'unemployment': True, 'benefit': True, 'people': True, 'business': True, 'fire': True, 'quarantine': True}" 0.8333148670238217 0.16668513297617768 positive
"Recession unemployment through the roof pandemic but not worthy of discussion apparently Insiders" "{'recession': True, 'unemployment': True, 'roof': True, 'pandemic': True, 'worthy': True, 'discussion': True, 'apparently': True, 'insider': True}" 0.6982344538873567 0.3017655461126443 positive
"Small anecdata my friend has a small business in Philadelphia with 40 employees all on unemployment today 39 of 40 are coming off unemployment rolls and back to work next week 1 decided to go to law school she was part time as it was" "{'small': True, 'anecdata': True, 'friend': True, 'business': True, 'philadelphia': True, '40': True, 'employee': True, 'unemployment': True, 'today': True, '39': True, 'roll': True, 'back': True, 'work': True, 'week': True, '1': True, 'decide': True, 'law': True, 'school': True, 'part': True, 'time': True}" 0.874985457700697 0.12501454229930273 positive
"A one percentage point increase in the unemployment rate is associated with a 1 4 percent decrease in birth rates What s the unemployment rate at now" "{'percentage': True, 'point': True, 'increase': True, 'unemployment': True, 'rate': True, 'associate': True, '1': True, '4': True, 'percent': True, 'decrease': True, 'birth': True}" 0.30170952246397287 0.6982904775360271 negative
"insiders Highest unemployment since the Depression But let s spend first 20 minutes on branch stacking by one party and not mention all parties play these games" "{'insider': True, 'high': True, 'unemployment': True, 'depression': True, 'spend': True, '20': True, 'minute': True, 'branch': True, 'stacking': True, 'party': True, 'mention': True, 'play': True, 'game': True}" 0.5812918795626453 0.4187081204373559 neutral
"1 unemployment is high and we need to employ our citizens" "{'1': True, 'unemployment': True, 'high': True, 'employ': True, 'citizen': True}" 0.749975070758371 0.2500249292416294 positive
"My partner Scottyp515dmi is a beautiful black human a felon for weed and lost job due to covid and hasn t received anything from unemployment that he was promised Here is his venmo Scotty Clyce jr" "{'partner': True, 'scottyp': True, '515dmi': True, 'beautiful': True, 'black': True, 'human': True, 'felon': True, 'weed': True, 'lose': True, 'job': True, 'due': True, 'covid': True, 'hasn': True, 'receive': True, 'unemployment': True, 'promise': True, 'venmo': True, 'scotty': True, 'clyce': True, 'jr': True}" 0.8814350477230296 0.11856495227697082 positive
"Let s start now What is the unemployment rate of black people vs white people today What is the COVID 19 death rate of black people vs white people today How many black people have been killed by Police offers vs white people just in 2020 if you want the answers I ll provide" "{'start': True, 'unemployment': True, 'rate': True, 'black': True, 'people': True, 'white': True, 'today': True, 'covid': True, '19': True, 'death': True, 'kill': True, 'police': True, 'offer': True, '2020': True, 'answer': True, 'll': True, 'provide': True}" 0.0655219461634358 0.9344780538365627 negative
"Have a feeling Brad will be filing an unemployment claim this week This place is next too" "{'feeling': True, 'brad': True, 'file': True, 'unemployment': True, 'claim': True, 'week': True, 'place': True}" 0.30170952246397287 0.6982904775360271 negative
"Why would any 1 donate 2 Trump a man who caused the death of 200 000 Americans b c he fired the pandemic team a man who lock up children who shut down the government caused over half of Americans to file 4 unemployment U have 2 hate America 2 donate 2 a dumb man like Trump" "{'1': True, 'donate': True, '2': True, 'trump': True, 'man': True, 'death': True, '200': True, '000': True, 'american': True, 'fire': True, 'pandemic': True, 'team': True, 'lock': True, 'child': True, 'shut': True, 'government': True, 'half': True, 'file': True, '4': True, 'unemployment': True, 'hate': True, 'america': True, 'dumb': True}" 0.17519350851763996 0.8248064914823589 negative
"We had a black Democrat president for 8 years who never did anything for the black community except give them free phones when he wanted to buy votes black unemployment was never higher than it was with Obama" "{'black': True, 'democrat': True, 'president': True, '8': True, 'year': True, 'community': True, 'give': True, 'free': True, 'phone': True, 'buy': True, 'vote': True, 'unemployment': True, 'high': True, 'obama': True}" 0.9541798899621339 0.04582011003786514 positive
"Wuts America like Florida s covid numbers r at an all time high and I m incredibly uncomfortable goin into work for my 1st time in months tn but unemployment took over 3 months I ve still only received 1 5 claimed benefits from them so far oh the racists r still at it" "{'wuts': True, 'america': True, 'florida': True, 'covid': True, 'number': True, 'time': True, 'high': True, 'incredibly': True, 'uncomfortable': True, 'goin': True, 'work': True, '1st': True, 'month': True, 'tn': True, 'unemployment': True, '3': True, 've': True, 'receive': True, '1': True, '5': True, 'claim': True, 'benefit': True, 'racist': True}" 0.999070563570696 0.000929436429299798 positive
"My summer was suppose to consist of Zoo s animals not crazy people Museumes aquariums and relaxation with some work instead I get over worked at my 2nd job crazy racist people a nationwide illness killing people and unemployment from my first job 2020sucks I want a refund" "{'summer': True, 'suppose': True, 'consist': True, 'zoo': True, 'animal': True, 'crazy': True, 'people': True, 'museumes': True, 'aquarium': True, 'relaxation': True, 'work': True, '2nd': True, 'job': True, 'racist': True, 'nationwide': True, 'illness': True, 'kill': True, 'unemployment': True, '2020sucks': True, 'refund': True}" 0.7378878320278601 0.2621121679721432 positive
"Colorado unemployment rate decreases to 10 2 after adding 68 800 jobs via dailycamera boulder" "{'colorado': True, 'unemployment': True, 'rate': True, 'decrease': True, '10': True, '2': True, 'add': True, '68': True, '800': True, 'job': True, 'dailycamera': True, 'boulder': True}" 0.1666482019938326 0.8333517980061673 negative
"I wonder if Parscale will be waiting in the long unemployment lines soon" "{'parscale': True, 'wait': True, 'long': True, 'unemployment': True, 'line': True}" 0.30170952246397287 0.6982904775360271 negative
"You lose Brad Hahahahahahaha I m sure you can get unemployment just don t ask for the covid bonus" "{'lose': True, 'brad': True, 'hahahahahahaha': True, 'unemployment': True, 'covid': True, 'bonus': True}" 0.5624516342340787 0.4375483657659216 neutral
"Whatever Berman was investigating will still come out regardless We are now in the 2nd stage of the rise and fall of the Trump administration Stay tuned there s a lot more to come very pre recession economy massive pandemic related deaths historical unemployment rates" "{'berman': True, 'investigate': True, '2nd': True, 'stage': True, 'rise': True, 'fall': True, 'trump': True, 'administration': True, 'stay': True, 'tune': True, 'lot': True, 'pre': True, 'recession': True, 'economy': True, 'massive': True, 'pandemic': True, 'related': True, 'death': True, 'historical': True, 'unemployment': True, 'rate': True}" 0.27298545410917036 0.7270145458908301 negative
"Drakeford killing economy Wait for the unemployment figs More people die in Wales on the roads daily than Covid so why not close all roads Nose out of place cos Boris doesn t phone him" "{'drakeford': True, 'kill': True, 'economy': True, 'wait': True, 'unemployment': True, 'figs': True, 'people': True, 'die': True, 'wale': True, 'road': True, 'daily': True, 'covid': True, 'close': True, 'nose': True, 'place': True, 'boris': True, 'doesn': True, 'phone': True}" 0.029173107664212293 0.970826892335789 negative
"free from what not the virus not economic success not unemployment not right to peacefully assemble and now not free speech what exactly do you believe in not the constution" "{'free': True, 'virus': True, 'economic': True, 'success': True, 'unemployment': True, 'peacefully': True, 'assemble': True, 'speech': True, 'constution': True}" 0.9946485919584311 0.005351408041567355 positive
"20 mins on branch stacking more important than unemployment numbers rising and COVID 19 cases rising" "{'20': True, 'min': True, 'branch': True, 'stack': True, 'important': True, 'unemployment': True, 'number': True, 'rise': True, 'covid': True, '19': True, 'case': True}" 0.749975070758371 0.2500249292416294 positive
"Which insanity Lowest unemployment in 50 years Getting rid of needless regulations Improving the VA getting respect for our country again You may not like his tweeter posts but he had done great things for the country itself" "{'insanity': True, 'low': True, 'unemployment': True, '50': True, 'year': True, 'rid': True, 'needless': True, 'regulation': True, 'improve': True, 'va': True, 'respect': True, 'country': True, 'tweeter': True, 'post': True, 'great': True, 'thing': True}" 0.9987206389363262 0.0012793610636754535 positive
"The past few months everything was shut down Before that the unemployment rate for many groups of people were at historical lows Under the Trump administration my family has done considerably better than under Obama s His administration did nothing for the working guy" "{'past': True, 'month': True, 'shut': True, 'unemployment': True, 'rate': True, 'group': True, 'people': True, 'historical': True, 'low': True, 'trump': True, 'administration': True, 'family': True, 'considerably': True, 'good': True, 'obama': True, 'working': True, 'guy': True}" 0.9541798899621339 0.04582011003786514 positive
"FFS 20 minutes in on InsidersABC and it s still the Somruyek story Where is the coverage in such depth on uni fees massive unemployment rate childcare auspol" "{'ffs': True, '20': True, 'minute': True, 'insidersabc': True, 'somruyek': True, 'story': True, 'coverage': True, 'depth': True, 'uni': True, 'fee': True, 'massive': True, 'unemployment': True, 'rate': True, 'childcare': True, 'auspol': True}" 0.30170952246397287 0.6982904775360271 negative
"SO UNGRATEFUL AND DISRESPECTFUL BUT MOST OF ALL VERY IGNORANT YOU DO NOT BITE THE HAND THAT FEED YOU I guess they do that because they are getting unemployment and have the luxury of getting pay to destroy our beloved USA So sad" "{'ungrateful': True, 'disrespectful': True, 'ignorant': True, 'bite': True, 'hand': True, 'fee': True, 'guess': True, 'unemployment': True, 'luxury': True, 'pay': True, 'destroy': True, 'beloved': True, 'usa': True, 'sad': True}" 0.8504653156765078 0.14953468432349287 positive
"Weren t Trump supporters Iining up 2 days in advance BOKCenter COVIDIOTS TrumpsCoronavirusRally TrumpLiesAmericansDie TrumpDeathToll121K unemployment" "{'weren': True, 'trump': True, 'supporter': True, 'iining': True, '2': True, 'day': True, 'advance': True, 'bokcenter': True, 'covidiots': True, 'trumpscoronavirusrally': True, 'trumpliesamericansdie': True, 'trumpdeathtoll': True, '121k': True, 'unemployment': True}" 0.9059986557667699 0.09400134423322878 positive
"We in a pandemic give me a few more days My unemployment sposed to hit soon" "{'pandemic': True, 'give': True, 'day': True, 'unemployment': True, 'sposed': True, 'hit': True}" 0.30170952246397287 0.6982904775360271 negative
"Ok let s just say the next black swan event is aliens landing on earth How does the stock market react Where do you invest Just want to be prepared" "{'black': True, 'swan': True, 'event': True, 'aliens': True, 'land': True, 'earth': True, 'stock': True, 'market': True, 'react': True, 'invest': True, 'prepared': True}" 0.30170952246397287 0.6982904775360271 negative
"CHCT enters an Uptrend as Momentum Indicator exceeded the 0 level on June 12 2020 View odds for this and other indicators CommunityHealthcareTrust stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'chct': True, 'enters': True, 'uptrend': True, 'momentum': True, 'indicator': True, 'exceed': True, '0': True, 'level': True, 'june': True, '12': True, '2020': True, 'view': True, 'odds': True, 'communityhealthcaretrust': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.874985457700697 0.12501454229930273 positive
"VRTU s in Downtrend Moving Average Convergence Divergence MACD Histogram crosses below signal line View odds for this and other indicators Virtusa stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'vrtu': True, 'downtrend': True, 'move': True, 'average': True, 'convergence': True, 'divergence': True, 'macd': True, 'histogram': True, 'cross': True, 'signal': True, 'line': True, 'view': True, 'odds': True, 'indicator': True, 'virtusa': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Aim to Achieve Financial Freedom in the Stock Market With This 30 Bundle" "{'aim': True, 'achieve': True, 'financial': True, 'freedom': True, 'stock': True, 'market': True, '30': True, 'bundle': True}" 0.8333148670238217 0.16668513297617768 positive
"This Analyst Called Bitcoin s Last And Just Unveiled His BTC XRP and Stock Market Outlook" "{'analyst': True, 'call': True, 'bitcoin': True, 'unveil': True, 'btc': True, 'xrp': True, 'stock': True, 'market': True, 'outlook': True}" 0.30170952246397287 0.6982904775360271 negative
"DNOW in Downtrend RSI indicator exits overbought zone View odds for this and other indicators NOW stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'dnow': True, 'downtrend': True, 'rsi': True, 'indicator': True, 'exit': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Lol we all have proof of our gains Mikey just copped myself some Prada sunglasses today if we wanna point things out I ve been in the stock market trading game been making money with it forex is just a different maker I m into now The gains have been there" "{'lol': True, 'proof': True, 'gain': True, 'mikey': True, 'cop': True, 'prada': True, 'sunglass': True, 'today': True, 'wanna': True, 'point': True, 'thing': True, 've': True, 'stock': True, 'market': True, 'trading': True, 'game': True, 'make': True, 'money': True, 'forex': True, 'maker': True}" 0.9796709659296943 0.020329034070303013 positive
"Not saying I am a full on Trump supporter BUT I do support All time high stock market growth All time low unemployment including All time low black Latino and women unemployment All of those things happened in the first 3 5 years of his presidency" "{'full': True, 'trump': True, 'supporter': True, 'support': True, 'time': True, 'high': True, 'stock': True, 'market': True, 'growth': True, 'low': True, 'unemployment': True, 'include': True, 'black': True, 'latino': True, 'woman': True, 'thing': True, 'happen': True, '3': True, '5': True, 'year': True, 'presidency': True}" 0.9996679991694642 0.00033200083053488863 positive
"Its like the stock market buy the dip and to the" "{'stock': True, 'market': True, 'buy': True, 'dip': True}" 0.30170952246397287 0.6982904775360271 negative
"No seriously where in the fuck do you folks think you re going Do u feel like you ve reached something further Does moving your body faster make time go by faster Does doing nothing make things go faster or slower Do u think the universe cares about the stock market" "{'fuck': True, 'folks': True, 'feel': True, 've': True, 'reach': True, 'move': True, 'body': True, 'fast': True, 'make': True, 'time': True, 'faster': True, 'thing': True, 'slow': True, 'universe': True, 'care': True, 'stock': True, 'market': True}" 0.6947286506270649 0.3052713493729341 positive
"NPO in Downtrend Stochastic indicator is sitting in oversold zone for 5 days View odds for this and other indicators EnProIndustries stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'npo': True, 'downtrend': True, 'stochastic': True, 'indicator': True, 'sit': True, 'oversold': True, 'zone': True, '5': True, 'day': True, 'view': True, 'odds': True, 'enproindustries': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"You got nothing right Stock market rise was scam it crashed This cause many to loose their retirement Unemployment went from 3 to 16 4 The left aren t the only once fighting Trump many on the right are too" "{'stock': True, 'market': True, 'rise': True, 'scam': True, 'crash': True, 'loose': True, 'retirement': True, 'unemployment': True, '3': True, '16': True, '4': True, 'left': True, 'aren': True, 'fight': True, 'trump': True}" 0.2614649207384405 0.7385350792615611 negative
"It is a even playing field in that people buy it and it goes up Honestly the stock market is now the same as BTC in the fact that people are now over pricing stocks for no reason Stocks have actually been going up on days they announce their filing for bankruptcy" "{'play': True, 'field': True, 'people': True, 'buy': True, 'honestly': True, 'stock': True, 'market': True, 'btc': True, 'fact': True, 'price': True, 'reason': True, 'day': True, 'announce': True, 'filing': True, 'bankruptcy': True}" 0.749975070758371 0.2500249292416294 positive
"KREF in Uptrend Stochastic indicator recovers from oversold zone View odds for this and other indicators KKRRealEstateFinanceTrust stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'kref': True, 'uptrend': True, 'stochastic': True, 'indicator': True, 'recovers': True, 'oversold': True, 'zone': True, 'view': True, 'odds': True, 'kkrrealestatefinancetrust': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"The iPhone Isn t the Cash Cow It Once Was Apple Isn t Worried WallStreet StockMarket Business Economy" "{'iphone': True, 'isn': True, 'cash': True, 'cow': True, 'apple': True, 'worry': True, 'wallstreet': True, 'stockmarket': True, 'business': True, 'economy': True}" 0.12498545915069072 0.8750145408493089 negative
"No one is asking the federal govt to fix everything We need someone who is going to rely on science and experts We need leadership to make the right decisions not decisions that look good I dont want people to be out of work I dont want the stock market to tank" "{'federal': True, 'govt': True, 'fix': True, 'rely': True, 'science': True, 'expert': True, 'leadership': True, 'make': True, 'decision': True, 'good': True, 'dont': True, 'people': True, 'work': True, 'stock': True, 'market': True, 'tank': True}" 0.9574268928725194 0.04257310712748002 positive
"Next week I need to make 1500 on the stock market to pay for my trip to st Martian or Barbados" "{'week': True, 'make': True, '1500': True, 'stock': True, 'market': True, 'pay': True, 'trip': True, 'st': True, 'martian': True, 'barbados': True}" 0.30170952246397287 0.6982904775360271 negative
"AMPH s in Uptrend Moving Average Convergence Divergence MACD Histogram just turned positive View odds for this and other indicators AmphastarPharmaceuticals stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'amph': True, 'uptrend': True, 'move': True, 'average': True, 'convergence': True, 'divergence': True, 'macd': True, 'histogram': True, 'turn': True, 'positive': True, 'view': True, 'odds': True, 'indicator': True, 'amphastarpharmaceuticals': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.874985457700697 0.12501454229930273 positive
"Break the barriers and enter the wealth realm for you and your children Learn how to make money from the stock market Join us BuildingBlackInvestors abakuas blackownedbusiness blackpower blackhistory blackwealth blackempowerment" "{'break': True, 'barrier': True, 'enter': True, 'wealth': True, 'realm': True, 'child': True, 'learn': True, 'make': True, 'money': True, 'stock': True, 'market': True, 'join': True, 'buildingblackinvestors': True, 'abakuas': True, 'blackownedbusiness': True, 'blackpower': True, 'blackhistory': True, 'blackwealth': True, 'blackempowerment': True}" 0.12498545915069072 0.8750145408493089 negative
"The Single Greatest Predictor of Future Stock Market Returns PHILOSOPHICAL ECONOMICS" "{'single': True, 'great': True, 'predictor': True, 'future': True, 'stock': True, 'market': True, 'return': True, 'philosophical': True, 'economics': True}" 0.8999880337253697 0.10001196627463017 positive
"GLBS WILL BE HUGE CRAZY NEWS stockstowatch stocks robinhood stockmarket Join the chatroom for more alerts" "{'glbs': True, 'huge': True, 'crazy': True, 'news': True, 'stockstowatch': True, 'stock': True, 'robinhood': True, 'stockmarket': True, 'join': True, 'chatroom': True, 'alert': True}" 0.1666482019938326 0.8333517980061673 negative
"The stock market is running out of steam with reopening trades fading and economic data uneven" "{'stock': True, 'market': True, 'run': True, 'steam': True, 'reopen': True, 'trade': True, 'fading': True, 'economic': True, 'data': True, 'uneven': True}" 0.24997507241550607 0.7500249275844936 negative
"Statistically wealth begets wealth and poverty begets poverty Don t get trapped in the racial wealth gap Learn how to make money from the stock market Join us today abakuas blackownedbusiness blackpower blackhistory blackwealth blackempowerment" "{'statistically': True, 'wealth': True, 'begets': True, 'poverty': True, 'trap': True, 'racial': True, 'gap': True, 'learn': True, 'make': True, 'money': True, 'stock': True, 'market': True, 'join': True, 'today': True, 'abakuas': True, 'blackownedbusiness': True, 'blackpower': True, 'blackhistory': True, 'blackwealth': True, 'blackempowerment': True}" 0.13364061012530412 0.8663593898746949 negative
"How are you beautiful followers The more followers I get the more I will share my brilliant ideas publicly I have an amazing room where I share them to beautiful amazing people Please give me some likes shares and follows happy Father s Day stocks stockmarket" "{'beautiful': True, 'follower': True, 'share': True, 'brilliant': True, 'idea': True, 'publicly': True, 'amazing': True, 'room': True, 'people': True, 'give': True, 'follow': True, 'happy': True, 'father': True, 'day': True, 'stock': True, 'stockmarket': True}" 0.9958669768918773 0.004133023108123329 positive
"I think we get a stock market crash Republicans bail out a shit ton via debt MSM blames trump for economy Dems take power and Republicans say no more spending but barely let the Dems bail out the rich again just like 2008 but x 10 rinse repeat hodlwave hodl_american" "{'stock': True, 'market': True, 'crash': True, 'republican': True, 'bail': True, 'shit': True, 'ton': True, 'debt': True, 'msm': True, 'blame': True, 'trump': True, 'economy': True, 'dems': True, 'power': True, 'spending': True, 'barely': True, 'rich': True, '2008': True, '10': True, 'rinse': True, 'repeat': True, 'hodlwave': True, 'hodl_american': True}" 0.6546871235235202 0.34531287647648257 positive
"LNN in Downtrend RSI indicator exits overbought zone View odds for this and other indicators Lindsay stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'lnn': True, 'downtrend': True, 'rsi': True, 'indicator': True, 'exit': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'lindsay': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"Sidenote there are weird bs regulations in places Like in Ohio you can only use buy raw milk if you own cows and there is a weird internal stock market for that" "{'sidenote': True, 'weird': True, 'bs': True, 'regulation': True, 'place': True, 'ohio': True, 'buy': True, 'raw': True, 'milk': True, 'cow': True, 'internal': True, 'stock': True, 'market': True}" 0.24997507241550607 0.7500249275844936 negative
"You can t reconcile it because it s not reconcilable The stock market has fundamentally detached from underlying economic realities Maybe this is a Trump effect keep the market high at all costs or maybe this is just a new reality of Fed intervention at all costs" "{'reconcile': True, 'reconcilable': True, 'stock': True, 'market': True, 'fundamentally': True, 'detach': True, 'underlie': True, 'economic': True, 'reality': True, 'trump': True, 'effect': True, 'high': True, 'cost': True, 'feed': True, 'intervention': True}" 0.9931305558673574 0.006869444132645446 positive
"The stock market is running out of steam with reopening trades fading and economic data uneven" "{'stock': True, 'market': True, 'run': True, 'steam': True, 'reopen': True, 'trade': True, 'fading': True, 'economic': True, 'data': True, 'uneven': True}" 0.24997507241550607 0.7500249275844936 negative
"Break the barriers and enter the wealth realm for you and your children Learn how to make money from the stock market Join us BuildingBlackInvestors abakuas blackownedbusiness blackpower blackhistory blackwealth blackempowerment" "{'break': True, 'barrier': True, 'enter': True, 'wealth': True, 'realm': True, 'child': True, 'learn': True, 'make': True, 'money': True, 'stock': True, 'market': True, 'join': True, 'buildingblackinvestors': True, 'abakuas': True, 'blackownedbusiness': True, 'blackpower': True, 'blackhistory': True, 'blackwealth': True, 'blackempowerment': True}" 0.12498545915069072 0.8750145408493089 negative
"The stock market s 10 year return potential is better now than it was at the end of 2019 for reasons having nothing to do with the development of a COVID 19 vaccine The improvement traces to a lowering in the share of household assets invested in stocks" "{'stock': True, 'market': True, '10': True, 'year': True, 'return': True, 'potential': True, 'good': True, 'end': True, '2019': True, 'reason': True, 'development': True, 'covid': True, '19': True, 'vaccine': True, 'improvement': True, 'trace': True, 'lowering': True, 'share': True, 'household': True, 'asset': True, 'invest': True}" 0.9958669768918773 0.004133023108123329 positive
"CCF in Downtrend RSI indicator exits overbought zone View odds for this and other indicators Chase stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'ccf': True, 'downtrend': True, 'rsi': True, 'indicator': True, 'exit': True, 'overbought': True, 'zone': True, 'view': True, 'odds': True, 'chase': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"How Does China s Nio Compare With Tesla StockMarket investing" "{'china': True, 'nio': True, 'compare': True, 'tesla': True, 'stockmarket': True, 'invest': True}" 0.30170952246397287 0.6982904775360271 negative
"SWM in 3 69 Downtrend sliding for three consecutive days on June 19 2020 View odds for this and other indicators SchweitzerMauduitInternational stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'swm': True, '3': True, '69': True, 'downtrend': True, 'sliding': True, 'consecutive': True, 'day': True, 'june': True, '19': True, '2020': True, 'view': True, 'odds': True, 'indicator': True, 'schweitzermauduitinternational': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
"InternationalYogaDay SundayMotivation yogaforall NSE BSE investing mutualfunds stocks markets marketingdigital StockMarket money economy GST GD" "{'internationalyogaday': True, 'sundaymotivation': True, 'yogaforall': True, 'nse': True, 'bse': True, 'invest': True, 'mutualfunds': True, 'stock': True, 'market': True, 'marketingdigital': True, 'stockmarket': True, 'money': True, 'economy': True, 'gst': True, 'gd': True}" 0.30170952246397287 0.6982904775360271 negative
"The stock market s 10 year return potential is better now than it was at the end of 2019 for reasons having nothing to do with the development of a COVID 19 vaccine The improvement traces to a lowering in the share of household assets invested in stocks" "{'stock': True, 'market': True, '10': True, 'year': True, 'return': True, 'potential': True, 'good': True, 'end': True, '2019': True, 'reason': True, 'development': True, 'covid': True, '19': True, 'vaccine': True, 'improvement': True, 'trace': True, 'lowering': True, 'share': True, 'household': True, 'asset': True, 'invest': True}" 0.9958669768918773 0.004133023108123329 positive
"I Who Hates Shorting Just Shorted the Entire Stock Market Here s Why Zero Hedge" "{'hat': True, 'short': True, 'entire': True, 'stock': True, 'market': True, 'hedge': True}" 0.09924713514491866 0.9007528648550802 negative
"OSPN s in Uptrend Moving Average Convergence Divergence MACD Histogram crosses above signal line View odds for this and other indicators OneSpan stockmarket stock technicalanalysis money trading investing daytrading news toda" "{'ospn': True, 'uptrend': True, 'move': True, 'average': True, 'convergence': True, 'divergence': True, 'macd': True, 'histogram': True, 'cross': True, 'signal': True, 'line': True, 'view': True, 'odds': True, 'indicator': True, 'onespan': True, 'stockmarket': True, 'stock': True, 'technicalanalysis': True, 'money': True, 'trading': True, 'invest': True, 'daytrading': True, 'news': True, 'toda': True}" 0.30170952246397287 0.6982904775360271 negative
